place_fips,place_name,latitude,longitude,coordinates
57056,Petronila,27.6712291,-97.6322455,"(+27.6712291, -097.6322455)"
17948,Crowell,33.9835614,-99.7243743,"(+33.9835614, -099.7243743)"
51588,Nixon,29.2696701,-97.7658765,"(+29.2696701, -097.7658765)"
68300,Smiley,29.2712917,-97.6375506,"(+29.2712917, -097.6375506)"
76024,Waelder,29.694496,-97.297848,"(+29.6944960, -097.2978480)"
19792,Del Rio,29.3730453,-100.8818514,"(+29.3730453, -100.8818514)"
47088,Maud,33.3298915,-94.3461447,"(+33.3298915, -094.3461447)"
10144,Bremond,31.1657091,-96.6759747,"(+31.1657091, -096.6759747)"
32972,Hearne,30.8770616,-96.5952171,"(+30.8770616, -096.5952171)"
47832,Mertzon,31.2619824,-100.8208081,"(+31.2619824, -100.8208081)"
18092,Cuero,29.102727,-97.2870923,"(+29.1027270, -097.2870923)"
51792,Nordheim,28.9237897,-97.6140772,"(+28.9237897, -097.6140772)"
40288,La Grulla,26.2712723,-98.6486311,"(+26.2712723, -098.6486311)"
63020,Roma,26.4147408,-99.0039225,"(+26.4147408, -099.0039225)"
24552,Escobares,26.4126343,-98.9600292,"(+26.4126343, -098.9600292)"
75032,Van Horn,31.0406718,-104.8341542,"(+31.0406718, -104.8341542)"
30056,Goldthwaite,31.4508061,-98.5735204,"(+31.4508061, -098.5735204)"
49992,Mullin,31.5552292,-98.6656603,"(+31.5552292, -098.6656603)"
39916,Krugerville,33.2775468,-96.9897863,"(+33.2775468, -096.9897863)"
39928,Krum,33.2650331,-97.2249386,"(+33.2650331, -097.2249386)"
40516,Lake Dallas,33.127781,-97.0227863,"(+33.1277810, -097.0227863)"
8224,Big Sandy,32.5857097,-95.1124752,"(+32.5857097, -095.1124752)"
56156,Patton Village,30.1963634,-95.1650592,"(+30.1963634, -095.1650592)"
63044,Roman Forest,30.1819733,-95.1523427,"(+30.1819733, -095.1523427)"
67400,Shenandoah,30.1840292,-95.4556859,"(+30.1840292, -095.4556859)"
80044,Woodbranch,30.1813353,-95.1836154,"(+30.1813353, -095.1836154)"
72176,Temple,31.1034495,-97.3911242,"(+31.1034495, -097.3911242)"
72368,Texarkana,33.4511363,-94.0900874,"(+33.4511363, -094.0900874)"
54912,Pampa,35.5478525,-100.965032,"(+35.5478525, -100.9650320)"
38080,Joshua,32.4590908,-97.3838165,"(+32.4590908, -097.3838165)"
75428,Victoria,28.8285277,-96.9860146,"(+28.8285277, -096.9860146)"
10264,Bridgeport,33.2104492,-97.7724665,"(+33.2104492, -097.7724665)"
61700,Rhome,33.0788947,-97.4931993,"(+33.0788947, -097.4931993)"
25168,Fair Oaks Ranch,29.7460782,-98.6381137,"(+29.7460782, -098.6381137)"
1600,Alamo Heights,29.4828032,-98.4681907,"(+29.4828032, -098.4681907)"
5384,Balcones Heights,29.4902245,-98.5491376,"(+29.4902245, -098.5491376)"
13276,Castle Hills,29.5247269,-98.5190545,"(+29.5247269, -098.5190545)"
14716,China Grove,29.3929225,-98.3455745,"(+29.3929225, -098.3455745)"
16468,Converse,29.5124884,-98.3046249,"(+29.5124884, -098.3046249)"
23272,Elmendorf,29.2533311,-98.3230271,"(+29.2533311, -098.3230271)"
3432,Anthony,31.9867309,-106.5986342,"(+31.9867309, -106.5986342)"
24000,El Paso,31.8477804,-106.4311055,"(+31.8477804, -106.4311055)"
32840,Hawley,32.6066961,-99.8101634,"(+32.6066961, -099.8101634)"
45288,Lytle,29.2346189,-98.7936754,"(+29.2346189, -098.7936754)"
4600,Aubrey,33.3085496,-96.9790879,"(+33.3085496, -096.9790879)"
5768,Bartonville,33.0846829,-97.1491755,"(+33.0846829, -097.1491755)"
21892,Eagle Pass,28.7128033,-100.4848121,"(+28.7128033, -100.4848121)"
5456,Ballinger,31.7391457,-99.9554129,"(+31.7391457, -099.9554129)"
27996,Galena Park,29.7451649,-95.234576,"(+29.7451649, -095.2345760)"
33068,Hedwig Village,29.7798838,-95.5192597,"(+29.7798838, -095.5192597)"
34148,Hilshire Village,29.7908511,-95.4885015,"(+29.7908511, -095.4885015)"
35480,Hunters Creek Village,29.7726912,-95.4980795,"(+29.7726912, -095.4980795)"
37156,Jacinto City,29.7663767,-95.2412181,"(+29.7663767, -095.2412181)"
37612,Jersey Village,29.8929267,-95.5772245,"(+29.8929267, -095.5772245)"
1924,Allen,33.1097362,-96.6730316,"(+33.1097362, -096.6730316)"
25488,Farmersville,33.1615727,-96.3606519,"(+33.1615727, -096.3606519)"
27684,Frisco,33.1554266,-96.8225959,"(+33.1554266, -096.8225959)"
51036,New Hope,33.2118758,-96.5586821,"(+33.2118758, -096.5586821)"
22612,Edgewood,32.6907604,-95.8822213,"(+32.6907604, -095.8822213)"
39520,Kirvin,31.7670955,-96.3300177,"(+31.7670955, -096.3300177)"
72020,Teague,31.6294871,-96.2808184,"(+31.6294871, -096.2808184)"
80296,Wortham,31.7901541,-96.4616126,"(+31.7901541, -096.4616126)"
48096,Midlothian,32.4694363,-96.9906701,"(+32.4694363, -096.9906701)"
53115,Oak Leaf,32.5224956,-96.8492943,"(+32.5224956, -096.8492943)"
56485,Pecan Hill,32.4907307,-96.7813185,"(+32.4907307, -096.7813185)"
61196,Red Oak,32.5095523,-96.7839798,"(+32.5095523, -096.7839798)"
46824,Mart,31.5414722,-96.8305532,"(+31.5414722, -096.8305532)"
3372,Anson,32.7545109,-99.8961752,"(+32.7545109, -099.8961752)"
57968,Plains,33.1883305,-102.8214778,"(+33.1883305, -102.8214778)"
18476,Daisetta,30.1146926,-94.6416327,"(+30.1146926, -094.6416327)"
18524,Dalhart,36.0574227,-102.5122118,"(+36.0574227, -102.5122118)"
60752,Ravenna,33.6704742,-96.2408858,"(+33.6704742, -096.2408858)"
2260,Alvarado,32.406109,-97.2160117,"(+32.4061090, -097.2160117)"
10216,Briaroaks,32.495376,-97.3033502,"(+32.4953760, -097.3033502)"
49380,Morgan's Point,29.6743668,-95.0000394,"(+29.6743668, -095.0000394)"
50376,Nassau Bay,29.5448151,-95.0873885,"(+29.5448151, -095.0873885)"
57800,Piney Point Village,29.7565146,-95.5154397,"(+29.7565146, -095.5154397)"
17960,Crowley,32.5773713,-97.3577576,"(+32.5773713, -097.3577576)"
29972,Godley,32.4588817,-97.5329081,"(+32.4588817, -097.5329081)"
62240,Rio Vista,32.2345451,-97.3748347,"(+32.2345451, -097.3748347)"
69020,South Houston,29.6610243,-95.2283607,"(+29.6610243, -095.2283607)"
29060,Garrison,31.826034,-94.4937743,"(+31.8260340, -094.4937743)"
52668,Novice,31.9872042,-99.6252931,"(+31.9872042, -099.6252931)"
31100,Grey Forest,29.6156716,-98.6832497,"(+29.6156716, -098.6832497)"
33968,Hill Country Village,29.5819992,-98.4856635,"(+29.5819992, -098.4856635)"
34628,Hollywood Park,29.5992137,-98.485542,"(+29.5992137, -098.4855420)"
74648,Valentine,30.5886114,-104.4953137,"(+30.5886114, -104.4953137)"
39448,Kirby,29.4617443,-98.3853262,"(+29.4617443, -098.3853262)"
42388,Leon Valley,29.4953752,-98.6142998,"(+29.4953752, -098.6142998)"
43096,Live Oak,29.5553953,-98.3400424,"(+29.5553953, -098.3400424)"
14668,Childress,34.4354518,-100.2823825,"(+34.4354518, -100.2823825)"
61892,Richmond,29.5808594,-95.7612999,"(+29.5808594, -095.7612999)"
63284,Rosenberg,29.5499215,-95.8213891,"(+29.5499215, -095.8213891)"
54432,Overton,32.275636,-94.9725395,"(+32.2756360, -094.9725395)"
15436,Cleveland,30.3382149,-95.0902829,"(+30.3382149, -095.0902829)"
19432,Dayton,30.0131768,-94.9360035,"(+30.0131768, -094.9360035)"
27804,Fruitvale,32.6841999,-95.8037339,"(+32.6841999, -095.8037339)"
74912,Van,32.5238677,-95.6375795,"(+32.5238677, -095.6375795)"
1636,Alba,32.7866665,-95.6324627,"(+32.7866665, -095.6324627)"
72872,Three Rivers,28.4668526,-98.1779474,"(+28.4668526, -098.1779474)"
29564,Gilmer,32.7322745,-94.945776,"(+32.7322745, -094.9457760)"
3192,Anderson,30.4867554,-95.9903208,"(+30.4867554, -095.9903208)"
63464,Rotan,32.8540474,-100.465519,"(+32.8540474, -100.4655190)"
25104,Fairfield,31.7174395,-96.170483,"(+31.7174395, -096.1704830)"
8260,Big Wells,28.5698822,-99.5701782,"(+28.5698822, -099.5701782)"
48720,Mingus,32.5363188,-98.4248618,"(+32.5363188, -098.4248618)"
72824,Thrall,30.5881542,-97.2977277,"(+30.5881542, -097.2977277)"
3288,Angus,31.9994682,-96.4276864,"(+31.9994682, -096.4276864)"
26136,Florence,30.8412853,-97.7918459,"(+30.8412853, -097.7918459)"
35624,Hutto,30.5416238,-97.544249,"(+30.5416238, -097.5442490)"
58916,Port Lavaca,28.6179667,-96.6282878,"(+28.6179667, -096.6282878)"
35528,Huntsville,30.7005418,-95.5548896,"(+30.7005418, -095.5548896)"
39040,Kerrville,30.0377026,-99.1324217,"(+30.0377026, -099.1324217)"
73868,Tulia,34.5378637,-101.7744341,"(+34.5378637, -101.7744341)"
39904,Kress,34.365819,-101.7484281,"(+34.3658190, -101.7484281)"
79696,Windthorst,33.5769665,-98.4349321,"(+33.5769665, -098.4349321)"
76348,Walnut Springs,32.0569788,-97.7505685,"(+32.0569788, -097.7505685)"
44260,Lovelady,31.1281718,-95.4458766,"(+31.1281718, -095.4458766)"
17372,Covington,32.1791148,-97.2608528,"(+32.1791148, -097.2608528)"
27768,Frost,32.079251,-96.8085971,"(+32.0792510, -096.8085971)"
40264,Lago Vista,30.4526229,-97.9910191,"(+30.4526229, -097.9910191)"
8752,Bloomburg,33.1377966,-94.0590757,"(+33.1377966, -094.0590757)"
20848,Domino,33.2640036,-94.110991,"(+33.2640036, -094.1109910)"
21112,Douglassville,33.1916453,-94.3519399,"(+33.1916453, -094.3519399)"
79408,Willis,30.4341665,-95.4842069,"(+30.4341665, -095.4842069)"
33320,Hereford,34.8226035,-102.4001589,"(+34.8226035, -102.4001589)"
47460,Megargel,33.4533886,-98.9294134,"(+33.4533886, -098.9294134)"
66284,Scotland,33.6473444,-98.4688474,"(+33.6473444, -098.4688474)"
65066,Sanctuary,32.9131581,-97.5876698,"(+32.9131581, -097.5876698)"
42148,Lefors,35.4396012,-100.8038887,"(+35.4396012, -100.8038887)"
30752,Grays Prairie,32.4734204,-96.3502287,"(+32.4734204, -096.3502287)"
52902,Oak Grove,32.5331531,-96.3185517,"(+32.5331531, -096.3185517)"
46668,Marietta,33.1735484,-94.542531,"(+33.1735484, -094.5425310)"
11224,Bulverde,29.7744848,-98.4349594,"(+29.7744848, -098.4349594)"
50820,New Braunfels,29.6993064,-98.1151266,"(+29.6993064, -098.1151266)"
66128,Schertz,29.5633268,-98.2508658,"(+29.5633268, -098.2508658)"
19984,Denver City,32.9678715,-102.8322255,"(+32.9678715, -102.8322255)"
62564,Robert Lee,31.8957052,-100.485006,"(+31.8957052, -100.4850060)"
74372,Union Valley,32.9294737,-96.2488071,"(+32.9294737, -096.2488071)"
22720,Edna,28.9751254,-96.6484643,"(+28.9751254, -096.6484643)"
62138,Rio Bravo,27.3647169,-99.4845261,"(+27.3647169, -099.4845261)"
51372,Newton,30.8507691,-93.7541051,"(+30.8507691, -093.7541051)"
65768,Santa Rosa,26.2560535,-97.8252548,"(+26.2560535, -097.8252548)"
40384,La Joya,26.2578604,-98.4764198,"(+26.2578604, -098.4764198)"
19672,De Leon,32.1113501,-98.5351558,"(+32.1113501, -098.5351558)"
54048,Onalaska,30.8238481,-95.1106964,"(+30.8238481, -095.1106964)"
79816,Winnsboro,32.9559033,-95.290319,"(+32.9559033, -095.2903190)"
33848,Highland Village,33.0897488,-97.0615042,"(+33.0897488, -097.0615042)"
33284,Henrietta,33.8143066,-98.1927731,"(+33.8143066, -098.1927731)"
57044,Petrolia,34.0130958,-98.2317975,"(+34.0130958, -098.2317975)"
9916,Brady,31.1153777,-99.345935,"(+31.1153777, -099.3459350)"
68456,Smithville,30.0079877,-97.1523334,"(+30.0079877, -097.1523334)"
30632,Grapeland,31.4939756,-95.4775302,"(+31.4939756, -095.4775302)"
37468,Jayton,33.2501797,-100.5748684,"(+33.2501797, -100.5748684)"
12412,Canadian,35.909678,-100.3838803,"(+35.9096780, -100.3838803)"
38884,Kennard,31.3575032,-95.1853695,"(+31.3575032, -095.1853695)"
41644,Latexo,31.3914308,-95.47523,"(+31.3914308, -095.4752300)"
46056,Magnolia,30.2130321,-95.7426003,"(+30.2130321, -095.7426003)"
53190,Oak Ridge North,30.157034,-95.44206,"(+30.1570340, -095.4420600)"
55008,Panorama Village,30.3826436,-95.4933695,"(+30.3826436, -095.4933695)"
54132,Orange,30.1235277,-93.7545481,"(+30.1235277, -093.7545481)"
75476,Vidor,30.1281394,-93.9917327,"(+30.1281394, -093.9917327)"
1396,Agua Dulce,27.7827303,-97.9098498,"(+27.7827303, -097.9098498)"
7396,Bellevue,33.633508,-98.0163469,"(+33.6335080, -098.0163469)"
11644,Byers,34.0691712,-98.1909308,"(+34.0691712, -098.1909308)"
19456,Dean,33.9162115,-98.4014498,"(+33.9162115, -098.4014498)"
38800,Kempner,31.0754962,-97.9727286,"(+31.0754962, -097.9727286)"
43516,Lometa,31.2166223,-98.3924258,"(+31.2166223, -098.3924258)"
30224,Goodrich,30.6092762,-94.9466243,"(+30.6092762, -094.9466243)"
4300,Asherton,28.4461181,-99.7603219,"(+28.4461181, -099.7603219)"
12988,Carrizo Springs,28.5258431,-99.8592549,"(+28.5258431, -099.8592549)"
3708,Arcola,29.5037893,-95.4695681,"(+29.5037893, -095.4695681)"
31064,Gregory,27.9232392,-97.290924,"(+27.9232392, -097.2909240)"
21628,Duncanville,32.6459498,-96.9138704,"(+32.6459498, -096.9138704)"
25452,Farmers Branch,32.9277892,-96.8785391,"(+32.9277892, -096.8785391)"
35612,Hutchins,32.6433922,-96.7098325,"(+32.6433922, -096.7098325)"
37000,Irving,32.8577478,-96.9700224,"(+32.8577478, -096.9700224)"
41212,Lancaster,32.5962025,-96.773789,"(+32.5962025, -096.7737890)"
71156,Sunnyvale,32.7997522,-96.5585498,"(+32.7997522, -096.5585498)"
79576,Wilmer,32.5990154,-96.6815853,"(+32.5990154, -096.6815853)"
35636,Huxley,31.7309333,-93.8732591,"(+31.7309333, -093.8732591)"
33044,Hedley,34.8673835,-100.6590502,"(+34.8673835, -100.6590502)"
16540,Cool,32.7983251,-98.0122969,"(+32.7983251, -098.0122969)"
15112,Clarendon,34.9369132,-100.8921114,"(+34.9369132, -100.8921114)"
50448,Navarro,32.0007898,-96.3825157,"(+32.0007898, -096.3825157)"
48936,Monahans,31.6557209,-103.0836944,"(+31.6557209, -103.0836944)"
16048,Colmesneil,30.9096561,-94.4220586,"(+30.9096561, -094.4220586)"
35072,Howardwick,35.0348116,-100.9078474,"(+35.0348116, -100.9078474)"
29336,Georgetown,30.6681363,-97.6987438,"(+30.6681363, -097.6987438)"
8488,Blackwell,32.0850536,-100.3193575,"(+32.0850536, -100.3193575)"
63176,Roscoe,32.441934,-100.5322315,"(+32.4419340, -100.5322315)"
71540,Sweetwater,32.4693887,-100.4086511,"(+32.4693887, -100.4086511)"
30476,Grand Saline,32.6781381,-95.711613,"(+32.6781381, -095.7116130)"
79564,Wills Point,32.7094541,-96.0049914,"(+32.7094541, -096.0049914)"
12496,Canton,32.5542452,-95.8635341,"(+32.5542452, -095.8635341)"
20020,Deport,33.5291481,-95.3174219,"(+33.5291481, -095.3174219)"
3360,Annona,33.5818109,-94.9130785,"(+33.5818109, -094.9130785)"
5072,Avery,33.5511953,-94.780084,"(+33.5511953, -094.7800840)"
9172,Bogata,33.4697932,-95.2135504,"(+33.4697932, -095.2135504)"
11656,Bynum,31.9690713,-97.0030779,"(+31.9690713, -097.0030779)"
12895,Carl's Corner,32.0838908,-97.0532289,"(+32.0838908, -097.0532289)"
70604,Streetman,31.8818354,-96.3325698,"(+31.8818354, -096.3325698)"
8788,Blooming Grove,32.0923617,-96.7172952,"(+32.0923617, -096.7172952)"
19420,Dawson,31.8945956,-96.7146985,"(+31.8945956, -096.7146985)"
24168,Emhouse,32.1613032,-96.5770109,"(+32.1613032, -096.5770109)"
35180,Hubbard,31.8468212,-96.799998,"(+31.8468212, -096.7999980)"
37084,Itasca,32.1586739,-97.1479469,"(+32.1586739, -097.1479469)"
47820,Mertens,32.0590224,-96.8941669,"(+32.0590224, -096.8941669)"
49692,Mount Calm,31.7562913,-96.8817445,"(+31.7562913, -096.8817445)"
56672,Penelope,31.854533,-96.9281854,"(+31.8545330, -096.9281854)"
78664,Whitney,31.9524475,-97.3197696,"(+31.9524475, -097.3197696)"
19435,Dayton Lakes,30.1436049,-94.81582,"(+30.1436049, -094.8158200)"
20140,Devers,30.0286987,-94.585972,"(+30.0286987, -094.5859720)"
14920,Cibolo,29.570142,-98.2177967,"(+29.5701420, -098.2177967)"
66644,Seguin,29.590227,-97.9686068,"(+29.5902270, -097.9686068)"
32372,Harlingen,26.191204,-97.6973825,"(+26.1912040, -097.6973825)"
54798,Palm Valley,26.2044452,-97.7543187,"(+26.2044452, -097.7543187)"
69140,South Padre Island,26.1204652,-97.1707033,"(+26.1204652, -097.1707033)"
15160,Clarksville,33.610958,-95.0563217,"(+33.6109580, -095.0563217)"
20128,Detroit,33.6602173,-95.2664252,"(+33.6602173, -095.2664252)"
59576,Princeton,33.2015285,-96.5179707,"(+33.2015285, -096.5179707)"
59696,Prosper,33.2413324,-96.8123883,"(+33.2413324, -096.8123883)"
45744,McKinney,33.2011245,-96.6641609,"(+33.2011245, -096.6641609)"
12388,Camp Wood,29.6690469,-100.0108645,"(+29.6690469, -100.0108645)"
42004,Leakey,29.7253577,-99.7630984,"(+29.7253577, -099.7630984)"
17200,Cottonwood,32.4513809,-96.4004148,"(+32.4513809, -096.4004148)"
38992,Kerens,32.1311575,-96.2257,"(+32.1311575, -096.2257000)"
50184,Mustang,32.0123978,-96.4317068,"(+32.0123978, -096.4317068)"
53217,Oak Valley,32.029056,-96.5173928,"(+32.0290560, -096.5173928)"
59168,Powell,32.1099407,-96.3219747,"(+32.1099407, -096.3219747)"
61616,Retreat,32.048448,-96.4769087,"(+32.0484480, -096.4769087)"
61736,Rice,32.2392598,-96.4971365,"(+32.2392598, -096.4971365)"
61820,Richland,31.9247842,-96.4236072,"(+31.9247842, -096.4236072)"
50316,Naples,33.2019493,-94.678985,"(+33.2019493, -094.6789850)"
54024,Omaha,33.1827461,-94.7385147,"(+33.1827461, -094.7385147)"
69932,Stagecoach,30.1417621,-95.7001225,"(+30.1417621, -095.7001225)"
42340,Leona,31.1537078,-95.9759885,"(+31.1537078, -095.9759885)"
38872,Kenefick,30.1028536,-94.841557,"(+30.1028536, -094.8415570)"
42568,Liberty,30.0388343,-94.7888034,"(+30.0388343, -094.7888034)"
51984,North Cleveland,30.3624754,-95.1010508,"(+30.3624754, -095.1010508)"
58448,Plum Grove,30.2008072,-95.0955819,"(+30.2008072, -095.0955819)"
25572,Fate,32.9426852,-96.3873502,"(+32.9426852, -096.3873502)"
71708,Tahoka,33.163777,-101.7950806,"(+33.1637770, -101.7950806)"
54636,Paint Rock,31.5100724,-99.9253094,"(+31.5100724, -099.9253094)"
7432,Bellville,29.9466391,-96.2588391,"(+29.9466391, -096.2588391)"
66464,Sealy,29.764102,-96.1621645,"(+29.7641020, -096.1621645)"
50100,Murphy,33.0164178,-96.6082332,"(+33.0164178, -096.6082332)"
50760,Nevada,33.0353289,-96.3706394,"(+33.0353289, -096.3706394)"
76240,Wallis,29.6320207,-96.0635167,"(+29.6320207, -096.0635167)"
53160,Oak Ridge,32.6259598,-96.2684401,"(+32.6259598, -096.2684401)"
59065,Post Oak Bend,32.6412215,-96.3221973,"(+32.6412215, -096.3221973)"
66368,Scurry,32.5123105,-96.3848535,"(+32.5123105, -096.3848535)"
71756,Talty,32.6944388,-96.4007635,"(+32.6944388, -096.4007635)"
72284,Terrell,32.7353468,-96.2864373,"(+32.7353468, -096.2864373)"
5708,Barry,32.1004368,-96.6405317,"(+32.1004368, -096.6405317)"
11212,Bullard,32.1441656,-95.3175147,"(+32.1441656, -095.3175147)"
73724,Troup,32.145812,-95.12256,"(+32.1458120, -095.1225600)"
35918,Indian Lake,26.0877287,-97.5031157,"(+26.0877287, -097.5031157)"
40204,La Feria,26.1537507,-97.8249996,"(+26.1537507, -097.8249996)"
15916,Coleman,31.831378,-99.422201,"(+31.8313780, -099.4222010)"
65672,Santa Anna,31.7369142,-99.3254245,"(+31.7369142, -099.3254245)"
40336,Laguna Vista,26.1059074,-97.296336,"(+26.1059074, -097.2963360)"
44116,Los Fresnos,26.0740622,-97.4880171,"(+26.0740622, -097.4880171)"
51492,Niederwald,29.9941918,-97.7757491,"(+29.9941918, -097.7757491)"
60176,Quitaque,34.36741,-101.0555975,"(+34.3674100, -101.0555975)"
67904,Silverton,34.4713719,-101.3040487,"(+34.4713719, -101.3040487)"
66440,Seagraves,32.9419696,-102.5657158,"(+32.9419696, -102.5657158)"
74216,Uhland,29.9630965,-97.7953725,"(+29.9630965, -097.7953725)"
44128,Los Indios,26.0499266,-97.7348113,"(+26.0499266, -097.7348113)"
58892,Port Isabel,26.0630446,-97.24669,"(+26.0630446, -097.2466900)"
59540,Primera,26.2232157,-97.7516916,"(+26.2232157, -097.7516916)"
60544,Rancho Viejo,26.0357851,-97.5553735,"(+26.0357851, -097.5553735)"
62180,Rio Hondo,26.2346268,-97.5814663,"(+26.2346268, -097.5814663)"
1576,Alamo,26.1809873,-98.1175302,"(+26.1809873, -098.1175302)"
22528,Edcouch,26.2937227,-97.9630909,"(+26.2937227, -097.9630909)"
24036,Elsa,26.297814,-97.9935624,"(+26.2978140, -097.9935624)"
49932,Muenster,33.6530289,-97.3756928,"(+33.6530289, -097.3756928)"
28080,Ganado,29.0417045,-96.5110287,"(+29.0417045, -096.5110287)"
76636,Waskom,32.4766299,-94.0645594,"(+32.4766299, -094.0645594)"
5000,Austin,30.2986219,-97.7541339,"(+30.2986219, -097.7541339)"
21424,Dripping Springs,30.1959358,-98.093701,"(+30.1959358, -098.0937010)"
32906,Hays,30.1215061,-97.8724109,"(+30.1215061, -097.8724109)"
49600,Mountain City,30.0392095,-97.891527,"(+30.0392095, -097.8915270)"
80058,Woodcreek,30.0266456,-98.1115257,"(+30.0266456, -098.1115257)"
41848,La Ward,28.8464424,-96.4648763,"(+28.8464424, -096.4648763)"
17744,Crockett,31.3171107,-95.4565857,"(+31.3171107, -095.4565857)"
22744,Edom,32.3741479,-95.6092732,"(+32.3741479, -095.6092732)"
41464,Laredo,27.5603788,-99.4891811,"(+27.5603788, -099.4891811)"
7192,Beeville,28.4052442,-97.7489312,"(+28.4052442, -097.7489312)"
16624,Copperas Cove,31.1195749,-97.9143974,"(+31.1195749, -097.9143974)"
70580,Strawn,32.5507284,-98.4980844,"(+32.5507284, -098.4980844)"
70232,Sterling City,31.8391751,-100.985878,"(+31.8391751, -100.9858780)"
33560,Hidalgo,26.1089433,-98.2461599,"(+26.1089433, -098.2461599)"
47700,Mercedes,26.153818,-97.9129074,"(+26.1538180, -097.9129074)"
54804,Palmview,26.2319258,-98.3816375,"(+26.2319258, -098.3816375)"
30092,Golinda,31.3678859,-97.0710915,"(+31.3678859, -097.0710915)"
61880,Richland Springs,31.2715127,-98.9486472,"(+31.2715127, -098.9486472)"
65648,San Saba,31.1974462,-98.7193695,"(+31.1974462, -098.7193695)"
3600,Aransas Pass,27.9149637,-97.1032027,"(+27.9149637, -097.1032027)"
32312,Harker Heights,31.0567082,-97.6442214,"(+31.0567082, -097.6442214)"
17852,Cross Roads,33.2204494,-96.9958082,"(+33.2204494, -096.9958082)"
33476,Hickory Creek,33.110852,-97.034729,"(+33.1108520, -097.0347290)"
61592,Reno,33.6665843,-95.4798081,"(+33.6665843, -095.4798081)"
8812,Blossom,33.6632718,-95.3837246,"(+33.6632718, -095.3837246)"
13492,Cedar Hill,32.5843263,-96.9588978,"(+32.5843263, -096.9588978)"
29840,Glenn Heights,32.5512998,-96.8543876,"(+32.5512998, -096.8543876)"
44032,Lorenzo,33.6703405,-101.536078,"(+33.6703405, -101.5360780)"
15676,Clyde,32.4055858,-99.5039178,"(+32.4055858, -099.5039178)"
17816,Cross Plains,32.1270676,-99.1657753,"(+32.1270676, -099.1657753)"
59984,Putnam,32.3702697,-99.1954953,"(+32.3702697, -099.1954953)"
26328,Follett,36.4339731,-100.1407674,"(+36.4339731, -100.1407674)"
3000,Amarillo,35.1980643,-101.8331073,"(+35.1980643, -101.8331073)"
29876,Glen Rose,32.2468241,-97.748052,"(+32.2468241, -097.7480520)"
48804,Missouri City,29.5629438,-95.5359985,"(+29.5629438, -095.5359985)"
56348,Pearland,29.5557321,-95.3230117,"(+29.5557321, -095.3230117)"
63782,Runaway Bay,33.175379,-97.8747941,"(+33.1753790, -097.8747941)"
68756,Sonora,30.5706537,-100.6417675,"(+30.5706537, -100.6417675)"
27000,Fort Worth,32.7819538,-97.3485732,"(+32.7819538, -097.3485732)"
32720,Haslet,32.9665179,-97.3378246,"(+32.9665179, -097.3378246)"
27648,Friendswood,29.5077011,-95.2006346,"(+29.5077011, -095.2006346)"
41440,La Porte,29.6674131,-95.0491387,"(+29.6674131, -095.0491387)"
78316,White Deer,35.4333974,-101.1758457,"(+35.4333974, -101.1758457)"
75188,Vega,35.2453021,-102.4292467,"(+35.2453021, -102.4292467)"
23164,El Lago,29.5714548,-95.0452482,"(+29.5714548, -095.0452482)"
73652,Trinidad,32.160015,-96.1095242,"(+32.1600150, -096.1095242)"
57476,Pilot Point,33.3982639,-96.9555279,"(+33.3982639, -096.9555279)"
7492,Belton,31.0523452,-97.4795422,"(+31.0523452, -097.4795422)"
10780,Brownwood,31.7128557,-98.9770531,"(+31.7128557, -098.9770531)"
7852,Berryville,32.0892485,-95.4698065,"(+32.0892485, -095.4698065)"
10756,Brownsboro,32.2984202,-95.613042,"(+32.2984202, -095.6130420)"
12472,Caney City,32.2096195,-96.0381421,"(+32.2096195, -096.0381421)"
14224,Chandler,32.3068801,-95.4736892,"(+32.3068801, -095.4736892)"
51840,Normangee,31.0302238,-96.1157451,"(+31.0302238, -096.1157451)"
42400,Leroy,31.7323581,-97.0217068,"(+31.7323581, -097.0217068)"
76000,Waco,31.5579941,-97.1897498,"(+31.5579941, -097.1897498)"
37684,Joaquin,31.9655792,-94.0483684,"(+31.9655792, -094.0483684)"
72188,Tenaha,31.9437092,-94.2457056,"(+31.9437092, -094.2457056)"
73076,Timpson,31.906912,-94.3970563,"(+31.9069120, -094.3970563)"
10252,Bridge City,30.0308998,-93.8381147,"(+30.0308998, -093.8381147)"
80560,Yoakum,29.2932037,-97.1470102,"(+29.2932037, -097.1470102)"
65360,San Elizario,31.5784361,-106.2620195,"(+31.5784361, -106.2620195)"
80584,Yorktown,28.9828084,-97.5050324,"(+28.9828084, -097.5050324)"
26268,Floydada,33.983514,-101.3368021,"(+33.9835140, -101.3368021)"
10132,Breckenridge,32.7567511,-98.912985,"(+32.7567511, -098.9129850)"
72476,Texline,36.3764939,-103.0188759,"(+36.3764939, -103.0188759)"
56696,Penitas,26.2583153,-98.4386448,"(+26.2583153, -098.4386448)"
59642,Progreso Lakes,26.0689756,-97.9606645,"(+26.0689756, -097.9606645)"
70868,Sullivan City,26.2752168,-98.5644414,"(+26.2752168, -098.5644414)"
77272,Weslaco,26.1605485,-97.9876536,"(+26.1605485, -097.9876536)"
20884,Donna,26.1610495,-98.0389292,"(+26.1610495, -098.0389292)"
59636,Progreso,26.0961398,-97.9565923,"(+26.0961398, -097.9565923)"
62588,Robinson,31.4514866,-97.1228756,"(+31.4514866, -097.1228756)"
70040,Stanton,32.1316949,-101.7924574,"(+32.1316949, -101.7924574)"
